纬度：4047.635  时间：013451  地磁偏角：100517  经度：11141.727  地面速率：007.4  海拔高度：1058  UTC时间：1时45分51秒卫星：09  确切时间：2017年5月10日
纬度：4047.637  时间：013452  地磁偏角：100517  经度：11141.726  地面速率：008.8  海拔高度：1058  UTC时间：1时45分52秒卫星：09  确切时间：2017年5月10日
纬度：4047.640  时间：013453  地磁偏角：100517  经度：11141.724  地面速率：009.7  海拔高度：1058  UTC时间：1时45分53秒卫星：09  确切时间：2017年5月10日
纬度：4047.642  时间：013454  地磁偏角：100517  经度：11141.722  地面速率：009.1  海拔高度：1058  UTC时间：1时45分54秒卫星：09  确切时间：2017年5月10日
纬度：4047.645  时间：013455  地磁偏角：100517  经度：11141.721  地面速率：008.4  海拔高度：1058  UTC时间：1时45分55秒卫星：09  确切时间：2017年5月10日
纬度：4047.647  时间：013456  地磁偏角：100517  经度：11141.720  地面速率：009.3  海拔高度：1058  UTC时间：1时45分56秒卫星：09  确切时间：2017年5月10日
纬度：4047.649  时间：013457  地磁偏角：100517  经度：11141.719  地面速率：008.8  海拔高度：1058  UTC时间：1时45分57秒卫星：09  确切时间：2017年5月10日
纬度：4047.651  时间：013458  地磁偏角：100517  经度：11141.718  地面速率：008.5  海拔高度：1058  UTC时间：1时45分58秒卫星：09  确切时间：2017年5月10日
纬度：4047.654  时间：013459  地磁偏角：100517  经度：11141.717  地面速率：010.0  海拔高度：1058  UTC时间：1时45分59秒卫星：10  确切时间：2017年5月10日
纬度：4047.657  时间：013500  地磁偏角：100517  经度：11141.716  地面速率：011.9  海拔高度：1058  UTC时间：1时50分00秒卫星：10  确切时间：2017年5月10日
纬度：4047.660  时间：013501  地磁偏角：100517  经度：11141.715  地面速率：012.3  海拔高度：1057  UTC时间：1时50分01秒卫星：10  确切时间：2017年5月10日
纬度：4047.664  时间：013502  地磁偏角：100517  经度：11141.714  地面速率：012.0  海拔高度：1057  UTC时间：1时50分02秒卫星：10  确切时间：2017年5月10日
纬度：4047.667  时间：013503  地磁偏角：100517  经度：11141.713  地面速率：012.9  海拔高度：1057  UTC时间：1时50分03秒卫星：10  确切时间：2017年5月10日
